entity1,relationship,entity2
Product_1492,similar_to,Product_1070
Product_84,bought_by,Customer_186
Product_1390,bought_by,Customer_337
Product_1868,similar_to,Product_1077
Product_674,sold_by,Seller_159
Product_1678,reviewed_by,Customer_1171
Product_416,belongs_to_category,Home
Product_1862,bought_by,Customer_766
Product_1897,similar_to,Product_599
Product_1212,complements,Product_409
Product_1219,belongs_to_category,Grocery
Product_1168,bought_by,Customer_1086
Product_372,similar_to,Product_932
Product_1706,bought_by,Customer_333
Product_1744,bought_by,Customer_796
Product_1992,bought_by,Customer_249
Product_88,similar_to,Product_430
Product_1719,reviewed_by,Customer_55
Product_984,belongs_to_category,Beauty
Product_123,similar_to,Product_1296
Product_1785,reviewed_by,Customer_1011
Product_1433,sold_by,Seller_167
Product_1954,complements,Product_779
Product_1284,reviewed_by,Customer_167
Product_276,reviewed_by,Customer_244
Product_769,belongs_to_category,Sports
Product_1383,complements,Product_117
Product_145,belongs_to_category,Electronics
Product_1800,belongs_to_category,Sports
Product_1816,belongs_to_category,Books
Product_1082,complements,Product_1643
Product_144,belongs_to_category,Grocery
Product_1131,sold_by,Seller_127
Product_1941,complements,Product_271
Product_1852,bought_by,Customer_99
Product_17,complements,Product_355
Product_1412,bought_by,Customer_574
Product_1069,bought_by,Customer_172
Product_1781,sold_by,Seller_18
Product_815,sold_by,Seller_284
Product_1791,sold_by,Seller_492
Product_1825,reviewed_by,Customer_1520
Product_1117,belongs_to_category,Electronics
Product_779,similar_to,Product_591
Product_226,complements,Product_388
Product_1737,similar_to,Product_1328
Product_387,bought_by,Customer_1982
Product_443,complements,Product_1943
Product_1915,belongs_to_category,Beauty
Product_746,belongs_to_category,Sports
Product_515,belongs_to_category,Beauty
Product_923,belongs_to_category,Grocery
Product_849,belongs_to_category,Sports
Product_284,sold_by,Seller_214
Product_1849,complements,Product_890
Product_646,bought_by,Customer_768
Product_1325,bought_by,Customer_1296
Product_1233,sold_by,Seller_140
Product_48,similar_to,Product_824
Product_1097,reviewed_by,Customer_1954
Product_387,sold_by,Seller_192
Product_94,bought_by,Customer_325
Product_1386,belongs_to_category,Fashion
Product_720,bought_by,Customer_1398
Product_1787,bought_by,Customer_855
Product_1323,bought_by,Customer_538
Product_1394,similar_to,Product_1304
Product_858,bought_by,Customer_1820
Product_1333,complements,Product_1611
Product_1577,bought_by,Customer_1465
Product_874,complements,Product_803
Product_1364,belongs_to_category,Books
Product_236,reviewed_by,Customer_351
Product_488,reviewed_by,Customer_365
Product_1285,sold_by,Seller_306
Product_1054,sold_by,Seller_73
Product_1930,belongs_to_category,Grocery
Product_1545,similar_to,Product_743
Product_1459,bought_by,Customer_1947
Product_811,belongs_to_category,Sports
Product_1916,similar_to,Product_1709
Product_1474,belongs_to_category,Sports
Product_220,bought_by,Customer_133
Product_122,belongs_to_category,Sports
Product_1937,bought_by,Customer_1566
Product_1640,bought_by,Customer_198
Product_546,similar_to,Product_553
Product_1092,belongs_to_category,Home
Product_1657,reviewed_by,Customer_507
Product_1435,complements,Product_725
Product_230,complements,Product_1240
Product_127,belongs_to_category,Sports
Product_993,sold_by,Seller_21
Product_460,belongs_to_category,Home
Product_1155,reviewed_by,Customer_778
Product_1888,sold_by,Seller_66
Product_1361,complements,Product_860
Product_1319,reviewed_by,Customer_348
Product_738,similar_to,Product_446
Product_161,belongs_to_category,Grocery
Product_258,reviewed_by,Customer_1825
Product_222,belongs_to_category,Sports
Product_1384,bought_by,Customer_260
Product_487,complements,Product_1343
Product_1963,belongs_to_category,Home
Product_777,bought_by,Customer_221
Product_375,complements,Product_1473
Product_1013,bought_by,Customer_1994
Product_740,sold_by,Seller_280
Product_938,complements,Product_1387
Product_1747,sold_by,Seller_275
Product_1529,similar_to,Product_875
Product_869,complements,Product_1811
Product_914,complements,Product_280
Product_1794,similar_to,Product_1872
Product_1736,belongs_to_category,Sports
Product_236,similar_to,Product_1179
Product_972,complements,Product_933
Product_1269,bought_by,Customer_499
Product_1115,bought_by,Customer_459
Product_427,complements,Product_945
Product_372,similar_to,Product_1950
Product_178,belongs_to_category,Sports
Product_1882,complements,Product_236
Product_1311,belongs_to_category,Books
Product_299,sold_by,Seller_437
Product_136,similar_to,Product_987
Product_19,belongs_to_category,Grocery
Product_1764,sold_by,Seller_325
Product_1368,similar_to,Product_1514
Product_1894,reviewed_by,Customer_1469
Product_1457,similar_to,Product_1197
Product_235,similar_to,Product_611
Product_728,complements,Product_783
Product_954,complements,Product_310
Product_691,bought_by,Customer_294
Product_1704,bought_by,Customer_1542
Product_168,complements,Product_728
Product_1677,similar_to,Product_321
Product_867,belongs_to_category,Grocery
Product_1516,similar_to,Product_64
Product_1403,reviewed_by,Customer_1216
Product_1396,reviewed_by,Customer_753
Product_776,belongs_to_category,Beauty
Product_410,belongs_to_category,Sports
Product_50,belongs_to_category,Sports
Product_1684,sold_by,Seller_42
Product_1263,similar_to,Product_839
Product_1558,bought_by,Customer_120
Product_936,reviewed_by,Customer_1780
Product_963,bought_by,Customer_172
Product_1841,bought_by,Customer_1413
Product_448,belongs_to_category,Beauty
Product_132,reviewed_by,Customer_1240
Product_1159,similar_to,Product_613
Product_1905,belongs_to_category,Beauty
Product_1146,belongs_to_category,Grocery
Product_564,reviewed_by,Customer_789
Product_1906,belongs_to_category,Books
Product_1590,belongs_to_category,Fashion
Product_1348,reviewed_by,Customer_451
Product_374,sold_by,Seller_273
Product_574,similar_to,Product_855
Product_848,bought_by,Customer_1433
Product_388,similar_to,Product_90
Product_973,bought_by,Customer_1642
Product_874,complements,Product_966
Product_1477,similar_to,Product_638
Product_1301,similar_to,Product_1503
Product_597,similar_to,Product_302
Product_1339,sold_by,Seller_150
Product_1965,belongs_to_category,Electronics
Product_1380,belongs_to_category,Home
Product_1690,similar_to,Product_190
Product_29,reviewed_by,Customer_1993
Product_1128,belongs_to_category,Books
Product_886,belongs_to_category,Books
Product_187,reviewed_by,Customer_1846
Product_59,complements,Product_1574
Product_1847,complements,Product_259
Product_1159,complements,Product_822
Product_1812,complements,Product_438
Product_1603,complements,Product_824
Product_1039,complements,Product_333
Product_444,belongs_to_category,Grocery
Product_1762,bought_by,Customer_474
Product_80,bought_by,Customer_406
Product_154,reviewed_by,Customer_1490
Product_1019,belongs_to_category,Electronics
Product_90,sold_by,Seller_303
Product_1515,sold_by,Seller_109
Product_1409,similar_to,Product_562
Product_715,bought_by,Customer_1806
Product_1139,bought_by,Customer_976
Product_1040,reviewed_by,Customer_1807
Product_1694,complements,Product_205
Product_272,complements,Product_485
Product_167,sold_by,Seller_29
Product_751,complements,Product_1097
Product_1825,reviewed_by,Customer_1912
Product_1875,similar_to,Product_837
Product_436,sold_by,Seller_160
Product_1789,similar_to,Product_1475
Product_1652,complements,Product_782
Product_1012,similar_to,Product_1289
Product_1286,sold_by,Seller_220
Product_265,bought_by,Customer_1792
Product_1681,bought_by,Customer_1661
Product_203,complements,Product_136
Product_1605,similar_to,Product_1656
Product_1460,sold_by,Seller_84
Product_1271,similar_to,Product_1339
Product_1099,complements,Product_995
Product_1588,reviewed_by,Customer_1788
Product_444,bought_by,Customer_1912
Product_1436,bought_by,Customer_428
Product_1677,bought_by,Customer_743
Product_1504,belongs_to_category,Beauty
Product_1845,reviewed_by,Customer_109
Product_14,belongs_to_category,Home
Product_920,similar_to,Product_758
Product_1685,belongs_to_category,Home
Product_1834,belongs_to_category,Beauty
Product_191,complements,Product_1182
Product_1815,sold_by,Seller_360
Product_459,belongs_to_category,Books
Product_992,similar_to,Product_1217
Product_1108,similar_to,Product_514
Product_548,belongs_to_category,Grocery
Product_371,bought_by,Customer_1501
Product_165,reviewed_by,Customer_207
Product_1684,bought_by,Customer_440
Product_1046,bought_by,Customer_1822
Product_1249,similar_to,Product_1289
Product_778,reviewed_by,Customer_1068
Product_973,complements,Product_689
Product_1963,reviewed_by,Customer_661
Product_1041,complements,Product_464
Product_1017,bought_by,Customer_1050
Product_278,complements,Product_1148
Product_452,belongs_to_category,Electronics
Product_1754,bought_by,Customer_640
Product_225,bought_by,Customer_1042
Product_1471,bought_by,Customer_389
Product_1985,bought_by,Customer_1607
Product_1649,reviewed_by,Customer_686
Product_707,belongs_to_category,Electronics
Product_1512,reviewed_by,Customer_1066
Product_1535,sold_by,Seller_31
Product_915,sold_by,Seller_101
Product_1560,belongs_to_category,Beauty
Product_1742,reviewed_by,Customer_489
Product_1769,complements,Product_759
Product_1652,sold_by,Seller_173
Product_1875,bought_by,Customer_1307
Product_826,sold_by,Seller_22
Product_52,bought_by,Customer_81
Product_1380,complements,Product_1753
Product_1965,bought_by,Customer_1482
Product_403,reviewed_by,Customer_426
Product_1009,bought_by,Customer_130
Product_645,similar_to,Product_1037
Product_995,similar_to,Product_1875
Product_224,reviewed_by,Customer_1492
Product_1910,complements,Product_1
Product_399,belongs_to_category,Beauty
Product_678,reviewed_by,Customer_1194
Product_1269,reviewed_by,Customer_87
Product_1036,reviewed_by,Customer_606
Product_934,belongs_to_category,Sports
Product_1477,complements,Product_1760
Product_16,similar_to,Product_1115
Product_406,similar_to,Product_1978
Product_242,sold_by,Seller_175
Product_1024,reviewed_by,Customer_1378
Product_297,complements,Product_1520
Product_1398,belongs_to_category,Electronics
Product_536,bought_by,Customer_1222
Product_1573,belongs_to_category,Beauty
Product_788,complements,Product_897
Product_120,complements,Product_1465
Product_355,bought_by,Customer_132
Product_1229,bought_by,Customer_1594
Product_885,similar_to,Product_107
Product_545,bought_by,Customer_564
Product_1290,belongs_to_category,Electronics
Product_613,bought_by,Customer_50
Product_1913,similar_to,Product_1594
Product_285,belongs_to_category,Fashion
Product_211,sold_by,Seller_172
Product_3,similar_to,Product_685
Product_1088,complements,Product_36
Product_1763,belongs_to_category,Electronics
Product_564,belongs_to_category,Home
Product_1472,similar_to,Product_1211
Product_123,reviewed_by,Customer_202
Product_1799,complements,Product_1755
Product_1847,complements,Product_49
Product_1301,reviewed_by,Customer_637
Product_1716,complements,Product_1399
Product_236,bought_by,Customer_1031
Product_1485,bought_by,Customer_1880
Product_1641,complements,Product_1546
Product_251,similar_to,Product_705
Product_1350,similar_to,Product_1679
Product_1277,bought_by,Customer_493
Product_103,similar_to,Product_1013
Product_763,reviewed_by,Customer_1875
Product_523,similar_to,Product_398
Product_1699,belongs_to_category,Books
Product_90,sold_by,Seller_312
Product_1804,similar_to,Product_1934
Product_621,similar_to,Product_982
Product_1605,sold_by,Seller_2
Product_565,bought_by,Customer_731
Product_588,complements,Product_47
Product_1988,reviewed_by,Customer_520
Product_908,reviewed_by,Customer_21
Product_1896,reviewed_by,Customer_372
Product_1185,sold_by,Seller_7
Product_952,complements,Product_127
Product_733,similar_to,Product_1311
Product_561,belongs_to_category,Fashion
Product_406,complements,Product_475
Product_1125,belongs_to_category,Fashion
Product_524,belongs_to_category,Grocery
Product_1499,bought_by,Customer_50
Product_1174,sold_by,Seller_204
Product_611,sold_by,Seller_402
Product_1766,complements,Product_1222
Product_1271,reviewed_by,Customer_1144
Product_1677,belongs_to_category,Home
Product_1333,bought_by,Customer_285
Product_1781,reviewed_by,Customer_460
Product_609,bought_by,Customer_1609
Product_1466,sold_by,Seller_421
Product_341,complements,Product_63
Product_1574,belongs_to_category,Beauty
Product_1233,similar_to,Product_1836
Product_1753,complements,Product_1795
Product_750,sold_by,Seller_341
Product_970,reviewed_by,Customer_1412
Product_120,similar_to,Product_698
Product_93,bought_by,Customer_1710
Product_1101,reviewed_by,Customer_1053
Product_983,belongs_to_category,Home
Product_1407,complements,Product_1316
Product_1204,complements,Product_1451
Product_258,complements,Product_1563
Product_1213,similar_to,Product_464
Product_161,reviewed_by,Customer_858
Product_145,complements,Product_1336
Product_1584,complements,Product_258
Product_1110,belongs_to_category,Sports
Product_1897,sold_by,Seller_44
Product_238,sold_by,Seller_161
Product_1099,belongs_to_category,Beauty
Product_609,complements,Product_920
Product_1726,bought_by,Customer_1995
Product_377,sold_by,Seller_295
Product_1779,bought_by,Customer_1941
Product_1164,similar_to,Product_1238
Product_855,complements,Product_1739
Product_835,similar_to,Product_1288
Product_1532,similar_to,Product_1582
Product_314,complements,Product_577
Product_893,similar_to,Product_1248
Product_239,sold_by,Seller_388
Product_1942,reviewed_by,Customer_718
Product_1883,complements,Product_1384
Product_1075,reviewed_by,Customer_1371
Product_1766,similar_to,Product_1528
Product_1254,reviewed_by,Customer_1055
Product_1993,sold_by,Seller_274
Product_1759,sold_by,Seller_118
Product_1466,similar_to,Product_1356
Product_1771,similar_to,Product_474
Product_1420,belongs_to_category,Sports
Product_1181,reviewed_by,Customer_255
Product_900,sold_by,Seller_438
Product_473,belongs_to_category,Sports
Product_1792,complements,Product_362
Product_1212,bought_by,Customer_755
Product_1311,sold_by,Seller_194
Product_1320,similar_to,Product_194
Product_789,complements,Product_1509
Product_1367,bought_by,Customer_251
Product_1091,sold_by,Seller_129
Product_750,sold_by,Seller_170
Product_214,sold_by,Seller_36
Product_676,similar_to,Product_1132
Product_4,complements,Product_304
Product_314,similar_to,Product_1723
Product_1645,reviewed_by,Customer_1441
Product_1356,belongs_to_category,Grocery
Product_1783,bought_by,Customer_1601
Product_402,complements,Product_323
Product_714,complements,Product_15
Product_159,sold_by,Seller_454
